sentence1	sentence2	label	preprocessed_sentence1	preprocessed_sentence2	Jaccard_Score
Seorang hakim federal di Fort Lauderdale memerintahkannya ditahan tanpa jaminan.	Zuccarini diperintahkan diadakan tanpa jaminan Rabu oleh seorang hakim federal di Fort Lauderdale Fla.	1	orang hakim federal di fort lauderdale perintah ditah tanpa jamin	zuccarin perintah diada tanpa jamin rabu oleh orang hakim federal di fort lauderdale fla	0.6
BMI 25 atau lebih dianggap kelebihan berat badan 30 atau lebih dianggap gemuk.	BMI antara 18,5 dan 24,9 dianggap normal di atas 25 dianggap kelebihan berat badan dan 30 atau lebih besar didefinisikan sebagai obesitas.	0	bmi 25 atau lebih anggap lebih berat badan 30 atau lebih anggap gemuk	bmi antara 185 dan 249 anggap normal di atas 25 anggap lebih berat badan dan 30 atau lebih besar definisi sebagai obesitas	0.4
Dolar berada di 116,92 yen melawan flat yen pada sesi dan di 1,2891 melawan franc Swiss juga datar.	Dolar berada di 116,78 yen jpy hampir rata pada sesi dan di 1,2871 melawan Swiss Franc CHF turun 0,1 persen.	0	dolar ada di 11692 yen memelaw flat yen pada sesi dan di 12891 memelaw franc swiss juga datar	dolar ada di 11678 yen jpy hampir rata pada sesi dan di 12871 memelaw swiss franc chf turun 01 persen	0.4166666666666667
Enam bulan lalu IMF dan Argentina menabrak kesepakatan rollover utang 6,8 miliar bareminimum yang berakhir pada bulan Agustus.	Tetapi enam bulan lalu kedua belah pihak berhasil mencapai kesepakatan rollover hutang 6,8 miliar yang berakhir pada bulan Agustus.	1	enam bulan lalu imf dan argentina tabrak sepakat rollover utang 68 miliar bareminimum yang akhir pada bulan agustus	tetapi enam bulan lalu dua belah pihak hasil capai sepakat rollover hutang 68 miliar yang akhir pada bulan agustus	0.4583333333333333
Anak -anak yang terhambat cenderung pemalu dengan objek dan situasi orang baru sementara anak -anak tanpa hambatan secara spontan mendekati mereka.	Sederhananya, invisividual yang malu cenderung lebih malu -malu dengan orang baru dan situasi.	1	anak anak yang hambat cenderung malu dengan objek dan situasi orang baru sementara anak anak tanpa hambat cara spontan dekat mereka	sederhana invisividual yang malu cenderung lebih malu malu dengan orang baru dan situasi	0.4
Saya ingin membawa orang -orang paling cantik ke gedung terindah yang katanya pada hari Minggu di dalam Concourse Grand Central.	Saya ingin membawa orang -orang tercantik ke dalam bangunan terindah yang dikatakan Tunick pada hari Minggu.	1	saya ingin bawa orang orang paling cantik ke gedung indah yang kata pada hari minggu di dalam concourse grand central	saya ingin bawa orang orang cantik ke dalam bangun indah yang kata tunick pada hari minggu	0.6190476190476191
Poors standar luas 500 .spx turun 10,75 poin atau 1,02 persen menjadi 1039,32.	Indeks SP 500 naik 1,26 atau 0,1 persen menjadi 1039,32 setelah tenggelam 10,75 kemarin.	0	poors standar luas 500 spx turun 1075 poin atau 102 persen jadi 103932	indeks sp 500 naik 126 atau 01 persen jadi 103932 sete tenggelam 1075 kemarin	0.2857142857142857
Duque akan kembali ke Bumi 27 Oktober dengan stasiun kru saat ini astronot AS Ed Lu dan kosmonot Rusia Yuri Malenchenko.	Saat ini tinggal di atas stasiun ruang angkasa adalah astronot Amerika Ed Lu dan kosmonot Rusia Yuri Malenchenko.	0	duque akan kembali ke bumi 27 oktober dengan stasiun kru saat ini astronot as ed lu dan kosmonot rusia yuri memalenchenko	saat ini tinggal di atas stasiun ruang angkasa adalah astronot amerika ed lu dan kosmonot rusia yuri memalenchenko	0.39285714285714285
Singapura sudah menjadi mitra dagang terbesar Amerika Serikat dengan perdagangan Twoway dengan total lebih dari 34 miliar.	Meskipun negara bagian kota kecil Singapura adalah mitra dagang terbesar ke -12 Amerika Serikat dengan volume perdagangan 33,4 miliar tahun lalu.	1	singapura sudah jadi mitra dagang besar amerika serikat dengan dagang twoway dengan total lebih dari 34 miliar	meski negara bagi kota kecil singapura adalah mitra dagang besar ke 12 amerika serikat dengan volume dagang 334 miliar tahun lalu	0.2962962962962963
Aflcio sedang menunggu hingga Oktober untuk memutuskan apakah itu akan mendukung seorang kandidat.	Aflcio mengumumkan pada hari Rabu bahwa mereka akan memutuskan pada bulan Oktober apakah akan mendukung seorang kandidat sebelum pemilihan pendahuluan.	1	aflcio sedang tunggu hingga oktober untuk putus apakah itu akan dukung orang kandidat	aflcio umum pada hari rabu bahwa mereka akan putus pada bulan oktober apakah akan dukung orang kandidat belum pilih dahulu	0.34782608695652173
Tidak ada tanggal yang ditetapkan untuk persidangan sipil atau pidana.	Tidak ada tanggal yang ditetapkan untuk kasus -kasus kriminal atau perdata, tetapi Shanley mengaku tidak bersalah.	0	tidak ada tanggal yang tetap untuk sidang sipil atau pidana	tidak ada tanggal yang tetap untuk kasus kasus kriminal atau perdata tetapi shanley memenga tidak salah	0.4117647058823529
Keuntungan terbesar terlihat dalam harga inventaris dan ekspor pesanan baru.	Subindeks mengukur harga inventaris pesanan baru dan ekspor meningkat.	1	untung besar lihat dalam harga inventaris dan ekspor pesan baru	subindeks ukur harga inventaris pesan baru dan ekspor tingkat	0.46153846153846156
Perdagangan di Loral dihentikan kemarin saham ditutup pada hari Senin di 3.01.	New York Stock Exchange menangguhkan perdagangan kemarin di Loral yang ditutup pada 3,01 Jumat.	1	dagang di loral henti kemarin saham tutup pada hari senin di 301	new york stock exchange tangguh dagang kemarin di loral yang tutup pada 301 jumat	0.3888888888888889
Penghasilan per saham dari operasi berulang akan menjadi 13 sen hingga 14 sen.	Itu mengalahkan perkiraan pendapatan April Companis dari 8 hingga 9 sen per saham.	0	hasil per saham dari operasi ulang akan jadi 13 sen hingga 14 sen	itu alah kira dapat april companis dari 8 hingga 9 sen per saham	0.2777777777777778
Dia berencana untuk makan malam dengan pasukan di markas militer AS Kosovos, Camp Bondsteel.	Setelah itu ia berencana untuk makan malam di Camp Bondsteel dengan pasukan A.S. ditempatkan di sana.	1	dia rencana untuk makan malam dengan pasu di markas militer as kosovos camp bondsteel	sete itu ia rencana untuk makan malam di camp bondsteel dengan pasu as tempat di sana	0.5263157894736842
Pengecer J.C. Penney Co. Inc. JCP dan Walgreen Co. Wag Kick Off Off pada hari Senin.	Pengecer J.C. Penney Co. Inc. JCP.N dan Walgreen Co. Wag.n Kick Off pada hari Senin.	1	ecer jc penney co inc jcp dan walgreen co wag kick off off pada hari senin	ecer jc penney co inc jcpn dan walgreen co wagn kick off pada hari senin	0.75
Jaksa mengajukan mosi yang memberi tahu Lee bahwa mereka berniat mencari hukuman mati.	Dia menambahkan bahwa jaksa penuntut akan mencari hukuman mati.	1	jaksa aju mosi yang beri tahu lee bahwa mereka niat cari hukum mati	dia tambah bahwa jaksa tuntut akan cari hukum mati	0.29411764705882354
Tahun lalu pengadilan menguatkan program voucher sekolah Clevelands yang berkuasa 54 bahwa voucher bersifat konstitusional jika mereka memberikan orang tua pilihan sekolah agama dan sekuler.	Tahun lalu pengadilan memutuskan 54 dalam kasus Ohio bahwa voucher pemerintah bersifat konstitusional jika mereka memberi orang tua pilihan di antara berbagai sekolah agama dan sekuler.	1	tahun lalu adil kuat program voucher sekolah clevelands yang kuasa 54 bahwa voucher sifat konstitusional jika mereka beri orang tua pilih sekolah agama dan sekuler	tahun lalu adil putus 54 dalam kasus ohio bahwa voucher perin sifat konstitusional jika mereka beri orang tua pilih di antara bagai sekolah agama dan sekuler	0.5806451612903226
Dia mengalahkan kanker testis yang telah menyebar ke paru -paru dan otaknya.	Armstrong 31 melawan kanker testis yang menyebar ke otaknya.	0	dia alah kanker testis yang telah sebar ke paru paru dan otak	armstrong 31 memelaw kanker testis yang sebar ke otak	0.42857142857142855
Sorkin yang menghadapi tuduhan konspirasi untuk menghalangi keadilan dan berbohong kepada dewan juri harus diadili secara terpisah.	Sorkin harus diadili secara terpisah dengan tuduhan konspirasi dan berbohong kepada dewan juri.	1	sorkin yang hadap tuduh konspirasi untuk halang adil dan bohong kepada dewan juri harus adil cara pisah	sork harus adil cara pisah dengan tuduh konspirasi dan bohong kepada dewan juri	0.6111111111111112
Graves melaporkan dari Albuquerque Villafranca dari Austin dan Ratcliffe dari Laredo.	Pete Slover melaporkan dari Laredo dan Gromer Jeffers dari Albuquerque.	0	graves lapor dari albuquerque villafranca dari austin dan ratcliffe dari laredo	pete slover lapor dari laredo dan gromer jeffers dari albuquerque	0.38461538461538464
Pasar chip AS diperkirakan akan menurun 2,1 persen tahun ini kemudian tumbuh 15,7 persen pada tahun 2004.	Pasar Amerika akan menurun 2,1 persen menjadi 30,6 miliar pada tahun 2003 dan kemudian tumbuh 15,7 persen menjadi 35,4 miliar pada tahun 2004.	1	pasar chip as kira akan turun 21 persen tahun ini kemudian tumbuh 157 persen pada tahun 2004	pasar amerika akan turun 21 persen jadi 306 miliar pada tahun 2003 dan kemudian tumbuh 157 persen jadi 354 miliar pada tahun 2004	0.5
Kelompok ini akan dipimpin oleh pejabat Departemen Luar Negeri John S. Wolf yang telah bertugas di Australia Vietnam Yunani dan Pakistan.	Kelompok ini akan dipimpin oleh John S. Wolf sebagai asisten sekretaris negara yang telah bertugas di Australia Vietnam Yunani dan Pakistan.	1	kelompok ini akan pimpin oleh pejabat departemen luar negeri john s wolf yang telah tugas di australia vietnam yunani dan pakist	kelompok ini akan pimpin oleh john s wolf sebagai asisten sekretaris negara yang telah tugas di australia vietnam yunani dan pakist	0.6666666666666666
Komisi harus mengerjakan rincian rencana tetapi rata -rata pelanggan perumahan yang membayar 840 setahun akan mendapatkan penghematan sekitar 30 tahun.	Pelanggan perumahan rata -rata yang membayar 840 setahun untuk listrik dapat melihat penghematan 30 per tahun.	0	komisi harus kerja rinci rencana tetapi rata rata pelangg rumah yang bayar 840 tahun akan dapat hemat sekitar 30 tahun	pelangg rumah rata rata yang bayar 840 tahun untuk listrik dapat lihat hemat 30 per tahun	0.45454545454545453
Perusahaan telah mengatakan berencana untuk menyatakan kembali pendapatannya untuk tahun 2000 hingga 2002.	Perusahaan telah mengumumkan pada bulan Januari bahwa mereka harus menyatakan kembali pendapatan untuk tahun 2002 2001 dan mungkin 2000.	1	usaha telah kata rencana untuk memenyata kembali dapat untuk tahun 2000 hingga 2002	usaha telah umum pada bulan januari bahwa mereka harus memenyata kembali dapat untuk tahun 2002 2001 dan mungkin 2000	0.4090909090909091
Hasil dari pembuat minuman ringan No. 2 Pepsico Inc. Pep.n kemungkinan besar menjadi sorotan.	Hasil dari pembuat minuman ringan No. 2 Pepsico Inc. NYSE PEP News yang cenderung menjadi sorotan.	1	hasil dari buat minum ringan no 2 pepsico inc pepn mungkin besar jadi sorot	hasil dari buat minum ringan no 2 pepsico inc menyse pep menews yang cenderung jadi sorot	0.5555555555555556
Hasilnya adalah paket keseluruhan yang akan memberikan pertumbuhan ekonomi yang signifikan bagi karyawan kami selama empat tahun ke depan.	Hasilnya adalah paket keseluruhan yang akan memberikan pertumbuhan ekonomi yang signifikan bagi karyawan kami selama beberapa tahun ke depan katanya.	1	hasil adalah paket seluruh yang akan beri tumbuh ekonomi yang signifikan bagi karyawan kami lama empat tahun ke depan	hasil adalah paket seluruh yang akan beri tumbuh ekonomi yang signifikan bagi karyawan kami lama beberapa tahun ke depan kata	0.85
Walmart mengatakan akan memeriksa semua pekerja domestik jutaan untuk memastikan mereka dipekerjakan secara hukum.	Ia juga mengatakan akan meninjau semua karyawan domestiknya lebih dari 1 juta untuk memastikan mereka memiliki status hukum.	1	walmart kata akan periksa semua pekerja domestik juta untuk pasti mereka dipekerjakan cara hukum	ia juga kata akan meninjau semua karyawan domestik lebih dari 1 juta untuk pasti mereka milik status hukum	0.4090909090909091
Lagu -lagunya ditawarkan untuk 99 sen masing -masing atau 9,99 untuk sebuah album.	Perusahaan akan menawarkan lagu untuk 99 sen dan album untuk 9,95.	1	lagu lagu tawar untuk 99 sen memasing memasing atau 999 untuk buah album	usaha akan tawar lagu untuk 99 sen dan album untuk 995	0.42857142857142855
Namun pembicaraan itu diremehkan oleh PBL yang mengatakan itu hanya akan fokus pada pembelian yang lebih kecil yang segera menjadi pendapatan dan akresi arus kas.	Namun, pembicaraan telah diremehkan oleh PBL yang mengatakan hanya akan fokus pada pembelian yang lebih kecil yang segera pendapatan dan arus kasir kas.	1	namun bicara itu remeh oleh pbl yang kata itu hanya akan fokus pada beli yang lebih kecil yang segera jadi dapat dan akres arus kas	namun bicara telah remeh oleh pbl yang kata hanya akan fokus pada beli yang lebih kecil yang segera dapat dan arus kasir kas	0.7916666666666666
Saham Comcast Class A naik 8 sen pada 30,50 dalam perdagangan pagi di pasar saham NASDAQ.	Saham naik 48 sen menjadi 30 kemarin di perdagangan pasar saham NASDAQ.	1	saham comcast class a naik 8 sen pada 3050 dalam dagang pagi di pasar saham menasdaq	saham naik 48 sen jadi 30 kemarin di dagang pasar saham menasdaq	0.4117647058823529
Sementara kadar dioksin di lingkungan naik tahun lalu, mereka telah turun 75 persen sejak tahun 1970 -an kata Caswell.	Lembaga itu mengatakan tingkat dioksin di lingkungan telah turun sebanyak 76 persen sejak tahun 1970 -an.	0	sementara kadar dioksin di lingkung naik tahun lalu mereka telah turun 75 persen sejak tahun 1970 an kata caswell	lembaga itu kata tingkat dioksin di lingkung telah turun banyak 76 persen sejak tahun 1970 an	0.4782608695652174
Ini terintegrasi dengan Rasional PurifyPlus dan memungkinkan pengembang untuk bekerja dalam versi yang didukung Java Visual C dan Visual Basic .NET.	IBM mengatakan produk rasional juga terintegrasi dengan Rasional PurifyPlus yang memungkinkan pengembang untuk bekerja di Java Visual C dan VisualBasic .NET.	1	ini integrasi dengan rasional purifyplus dan mungkin embang untuk kerja dalam versi yang dukung java visual c dan visual basic net	ibm kata produk rasional juga integrasi dengan rasional purifyplus yang mungkin embang untuk kerja di java visual c dan visualbasic net	0.5416666666666666
The Washington Post mengatakan pesawat akan menutup shift pertamanya dan bagian dari shift kedua Senin untuk mengakomodasi penampilan presiden.	Pabrik berencana untuk mematikan shift pertamanya dan bagian -bagian dari shift kedua Senin untuk mengakomodasi penampilan Presiden Crosby.	1	the washington post kata pesawat akan tutup shift pertama dan bagi dari shift dua senin untuk akomodasi tampil presiden	pabrik rencana untuk mati shift pertama dan bagi bagi dari shift dua senin untuk akomodasi tampil presiden crosby	0.5
Seorang mantan rekan setimnya Carlton Dotson telah didakwa dengan pembunuhan itu.	Mayatnya ditemukan 25 Juli dan mantan rekan setimnya Carlton Dotson telah didakwa dalam penembakan kematiannya.	0	orang mantan rekan setim carlton dotson telah dakwa dengan bunuh itu	mayat temu 25 juli dan mantan rekan setim carlton dotson telah dakwa dalam penemba mati	0.3684210526315789
Beberapa pertanyaan yang diajukan oleh audiens di forum FastPaced adalah baru bagi para kandidat.	Beberapa pertanyaan audiens juga baru bagi para kandidat.	1	beberapa tanya yang diaju oleh audiens di forum fastpaced adalah baru bagi para kandidat	beberapa tanya audiens juga baru bagi para kandidat	0.4666666666666667
Sementara itu korban kematian global mendekati 770 dengan lebih dari 8300 orang sakit sejak virus sindrom pernapasan akut parah pertama kali muncul di Cina selatan pada bulan November.	Korban tewas global dari SARS setidaknya 767 dengan lebih dari 8300 orang sakit sejak virus pertama kali muncul di Cina selatan pada bulan November.	1	sementara itu korban mati global dekat 770 dengan lebih dari 8300 orang sakit sejak virus sindrom napas akut parah pertama kali muncul di cina selatan pada bulan november	korban tewas global dari sars tidak 767 dengan lebih dari 8300 orang sakit sejak virus pertama kali muncul di cina selatan pada bulan november	0.59375
Pertempuran menandai hari keempat sapuan A.S. untuk memburu pendukung rezim Saddam Husseins jatuh.	Twentyseven Irak terbunuh mendorong jumlah kematian oposisi menjadi sekitar 100 dalam operasi A.S. untuk memburu para pendukung rezim Saddam Hussein yang jatuh.	0	tempur nanda hari empat sapu as untuk buru dukung rezim saddam husseins jatuh	twentyseven irak bunuh dorong jumlah mati oposisi jadi sekitar 100 dalam operasi as untuk buru para dukung rezim saddam husse yang jatuh	0.25
Para wanita kemudian melakukan ujian tindak lanjut setelah lima 12 dan 24 tahun.	Para wanita memiliki ujian tindak lanjut pada tahun 197475 198081 dan 199293 tetapi tidak ditanya tentang stres lagi.	0	para wanita kemudian laku ujian tindak lanjut sete lima 12 dan 24 tahun	para wanita milik ujian tindak lanjut pada tahun 197475 198081 dan 199293 tetapi tidak dita tentang stres lagi	0.2916666666666667
The Embraer Jets dijadwalkan akan dikirimkan pada bulan September 2006.	Pesawat Bombardier dan Embraer akan dikirim ke Airways A.S. pada September 2006.	0	the embraer jets jadwal akan kirim pada bulan september 2006	pesawat bombardier dan embraer akan kirim ke airways as pada september 2006	0.375
Bertentangan dengan manajemen PeopleSoft apa yang Anda yakini bahwa Oracle bermaksud untuk sepenuhnya mendukung pelanggan dan produk PeopleSoft selama bertahun -tahun yang akan datang.	Ellison mengatakan bahwa bertentangan dengan pertikaian PeopleSoft Management Oracle bermaksud untuk sepenuhnya mendukung pelanggan dan produk PeopleSoft selama bertahun -tahun yang akan datang.	1	tentang dengan manajemen peoplesoft apa yang anda yakin bahwa oracle maksud untuk sepenuh dukung pelangg dan produk peoplesoft lama tahun tahun yang akan datang	ellison kata bahwa tentang dengan tikai peoplesoft memanagement oracle maksud untuk sepenuh dukung pelangg dan produk peoplesoft lama tahun tahun yang akan datang	0.68
Intelijen aplikasi akan dimasukkan sebagai bagian dari aplikasi SmartDefense perusahaan yang disertakan dengan Firewall 1.	Fitur intelijen aplikasi baru akan tersedia 3 Juni dan disertakan dengan produk SmartDefense yang dilengkapi dengan Firewall1.	0	intelijen aplikasi akan masuk sebagai bagi dari aplikasi smartdefense usaha yang serta dengan firewall 1	fitur intelijen aplikasi baru akan sedia 3 juni dan serta dengan produk smartdefense yang lengkap dengan firewall1	0.3333333333333333
